"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","wRC","wRAA","wOBA","Spd","wRC+","wSB","UBR","wGDP","FB%+","BB%+","LD+%","GB%+","Hard%","Med%","Soft%","Oppo%","Cent%","Pull%","HR/FB","playerid"
"2017","Aledmys Diaz","Cardinals","79","286","301","74","50","17","0","7","31","20","13","1","42","0","1","1","9","4","1",".259","4.3 %","14.0 %","0.31",".290",".392",".682",".133",".282","29","-7.6",".291","3.5","78","0.2","-0.2","-1.2","107","48","81","103","23.6 %","53.3 %","23.2 %","17.1 %","33.3 %","49.6 %","7.7 %","15937"
"2018","Addison Russell","Cubs","130","420","465","105","78","21","1","5","52","38","40","2","99","2","2","1","7","4","0",".250","8.6 %","21.3 %","0.40",".317",".340",".657",".090",".314","45","-9.2",".290","4.0","80","0.5","2.1","1.0","95","96","113","98","29.0 %","50.3 %","20.7 %","29.3 %","40.1 %","30.6 %","4.7 %","14106"
"2018","Amed Rosario","Mets","154","554","592","142","99","26","8","9","76","51","29","4","119","3","3","3","9","24","11",".256","4.9 %","20.1 %","0.24",".295",".381",".676",".125",".310","57","-11.8",".290","7.0","85","0.0","4.7","0.3","85","55","96","115","27.7 %","51.9 %","20.4 %","23.8 %","41.3 %","34.9 %","7.0 %","15518"
"2014","Adeiny Hechavarria","Marlins","146","536","574","148","117","20","10","1","53","34","26","5","86","1","6","4","21","7","5",".276","4.5 %","15.0 %","0.30",".308",".356",".664",".080",".323","53","-8.7",".290","5.2","84","-1.0","2.2","-2.5","70","58","106","120","27.4 %","54.8 %","17.8 %","34.1 %","39.6 %","26.3 %","1.0 %","10459"
"2015","Andrelton Simmons","Braves","147","535","583","142","113","23","2","4","60","44","39","6","48","6","2","1","19","5","3",".265","6.7 %","8.2 %","0.81",".321",".338",".660",".073",".285","55","-11.0",".290","3.6","81","-0.5","2.9","-1.7","68","84","100","123","22.9 %","56.3 %","20.8 %","23.3 %","42.2 %","34.5 %","3.7 %","10847"
"2015","Starlin Castro","Cubs","151","547","578","145","109","23","2","11","52","69","21","6","91","5","4","1","18","5","5",".265","3.6 %","15.7 %","0.23",".296",".375",".671",".110",".298","54","-11.4",".288","3.1","79","-1.2","0.6","-1.7","87","46","79","119","23.6 %","52.9 %","23.4 %","20.6 %","38.6 %","40.8 %","8.3 %","4579"
"2016","Charlie Culberson","Dodgers","34","67","68","19","15","3","0","1","6","7","1","0","13","0","0","0","2","1","0",".284","1.5 %","19.1 %","0.08",".294",".373",".667",".090",".340","6","-1.7",".288","3.6","80","0.2","0.7","0.0","100","17","98","101","27.8 %","55.6 %","16.7 %","38.9 %","33.3 %","27.8 %","5.6 %","3298"
"2016","Chase d'Arnaud","Braves","84","233","262","57","40","14","2","1","24","21","23","1","50","3","3","0","5","9","3",".245","8.8 %","19.1 %","0.46",".317",".335",".652",".090",".303","24","-6.6",".287","5.7","76","0.4","0.6","0.4","103","102","111","93","26.3 %","52.2 %","21.5 %","26.9 %","37.1 %","36.0 %","1.6 %","6652"
"2017","Adeiny Hechavarria","Marlins","20","65","67","18","14","2","1","1","8","6","1","0","9","0","0","1","1","0","0",".277","1.5 %","13.4 %","0.11",".288",".385",".672",".108",".309","6","-1.9",".287","3.9","77","0.0","0.1","0.2","81","17","122","105","26.3 %","54.4 %","19.3 %","38.6 %","28.1 %","33.3 %","6.3 %","10459"
"2014","Didi Gregorius","Diamondbacks","80","270","299","61","41","9","5","6","35","27","22","3","52","3","2","2","1","3","0",".226","7.4 %","17.4 %","0.42",".290",".363",".653",".137",".257","27","-5.3",".287","6.5","75","0.4","2.2","1.3","126","94","93","84","27.9 %","54.5 %","17.6 %","24.3 %","42.8 %","32.9 %","6.4 %","6012"
"2015","Jose Reyes","Rockies","47","193","208","50","37","8","2","3","21","19","9","0","24","0","1","5","3","8","4",".259","4.3 %","11.5 %","0.38",".291",".368",".659",".109",".281","19","-4.4",".287","5.8","63","-0.1","-1.0","0.0","107","54","73","108","18.9 %","58.9 %","22.3 %","22.9 %","34.3 %","42.9 %","5.1 %","1736"
"2018","Brad Miller","Brewers","27","74","80","17","11","3","1","2","5","8","6","1","31","0","0","0","2","0","0",".230","7.5 %","38.8 %","0.19",".288",".378",".666",".149",".366","7","-1.9",".285","2.9","75","0.0","-0.8","-0.1","87","84","85","118","48.8 %","30.2 %","20.9 %","16.3 %","51.2 %","32.6 %","15.4 %","12775"
"2017","Stephen Drew","Nationals","46","95","106","24","16","7","0","1","9","17","8","0","21","0","3","0","2","0","0",".253","7.5 %","19.8 %","0.38",".302",".358",".660",".105",".303","10","-3.2",".285","1.1","69","-0.1","0.1","0.2","129","84","101","76","31.2 %","59.7 %","9.1 %","26.0 %","33.8 %","40.3 %","2.9 %","4251"
"2016","Freddy Galvis","Phillies","158","584","624","141","92","26","3","20","61","67","25","6","136","3","4","8","16","17","6",".241","4.0 %","21.8 %","0.18",".274",".399",".673",".158",".280","56","-17.4",".284","5.0","74","0.7","0.6","-0.3","107","46","111","90","26.8 %","56.4 %","16.8 %","22.4 %","36.0 %","41.6 %","12.5 %","6609"
"2015","Freddy Galvis","Phillies","151","559","603","147","121","14","5","7","63","50","30","1","103","3","4","7","11","10","1",".263","5.0 %","17.1 %","0.29",".302",".343",".645",".081",".309","54","-14.3",".283","5.5","76","1.3","2.3","0.8","111","63","104","90","25.1 %","54.6 %","20.3 %","28.5 %","35.1 %","36.4 %","4.3 %","6609"
"2015","Jimmy Rollins","Dodgers","144","517","563","116","76","24","3","13","71","41","44","0","86","0","1","1","12","12","8",".224","7.8 %","15.3 %","0.51",".285",".358",".643",".133",".246","50","-13.7",".283","5.1","80","-1.0","-0.5","-0.6","129","98","89","84","25.2 %","57.3 %","17.6 %","21.5 %","27.7 %","50.8 %","7.3 %","971"
"2017","Amed Rosario","Mets","46","165","170","41","29","4","4","4","16","10","3","0","49","2","0","0","3","7","3",".248","1.8 %","28.8 %","0.06",".271",".394",".665",".145",".330","15","-5.5",".282","7.0","75","0.0","0.0","-0.2","83","20","97","115","24.1 %","56.0 %","19.8 %","29.3 %","39.7 %","31.0 %","11.8 %","15518"
"2017","Erick Aybar","Padres","108","333","370","78","55","15","1","7","37","22","28","2","57","4","2","3","5","11","4",".234","7.6 %","15.4 %","0.49",".300",".348",".648",".114",".262","33","-12.1",".282","4.6","72","0.3","-0.7","1.0","81","84","96","117","21.7 %","55.5 %","22.8 %","29.9 %","26.0 %","44.1 %","9.0 %","4082"
"2017","Adrian Sanchez","Nationals","34","71","75","19","12","7","0","0","6","11","1","0","25","1","0","2","2","0","2",".268","1.3 %","33.3 %","0.04",".288",".366",".654",".099",".413","7","-2.5",".282","2.7","67","-0.9","0.3","0.1","63","15","162","100","25.0 %","60.4 %","14.6 %","25.0 %","39.6 %","35.4 %","0.0 %","11338"
"2018","J.T. Riddle","Marlins","102","308","332","71","48","10","4","9","28","36","20","1","67","0","1","3","4","0","3",".231","6.0 %","20.2 %","0.30",".277",".377",".653",".146",".266","30","-9.0",".282","3.6","78","-1.4","-1.5","0.5","84","67","106","110","31.8 %","49.8 %","18.4 %","22.9 %","39.2 %","38.0 %","12.7 %","17642"
"2018","Miguel Rojas","Marlins","153","488","528","123","99","13","0","11","44","53","24","2","69","9","4","2","23","6","3",".252","4.5 %","13.1 %","0.35",".297",".346",".643",".094",".272","47","-14.3",".282","2.7","78","-0.3","-1.6","-3.2","84","51","109","109","26.8 %","53.2 %","20.0 %","29.7 %","37.7 %","32.7 %","8.9 %","7802"
"2019","Brandon Crawford","Giants","147","500","560","114","77","24","2","11","58","59","53","5","117","3","4","0","10","3","2",".228","9.5 %","20.9 %","0.45",".304",".350",".654",".122",".274","52","-18.9",".281","3.2","74","-0.5","-0.8","0.4","80","107","108","112","39.3 %","43.2 %","17.6 %","23.0 %","38.2 %","38.8 %","10.1 %","5343"
"2017","Max Moroff","Pirates","56","120","140","24","16","4","1","3","19","21","16","0","43","2","1","1","0","0","1",".200","11.4 %","30.7 %","0.37",".302",".325",".627",".125",".280","12","-4.8",".280","4.5","70","-0.5","0.3","0.8","122","127","95","85","29.1 %","46.8 %","24.1 %","20.3 %","30.4 %","49.4 %","9.1 %","14556"
"2014","Clint Barmes","Pirates","48","102","116","25","20","5","0","0","15","7","9","2","18","4","1","0","2","1","1",".245","7.8 %","15.5 %","0.50",".328",".294",".622",".049",".294","10","-2.6",".280","3.4","79","-0.3","-0.3","-0.1","121","99","101","84","28.2 %","50.6 %","21.2 %","27.1 %","31.8 %","41.2 %","0.0 %","1830"
"2019","Johan Camargo","Braves","98","232","248","54","34","12","1","7","31","32","15","2","43","0","0","1","5","1","0",".233","6.0 %","17.3 %","0.35",".279",".384",".663",".151",".258","22","-8.9",".279","3.9","67","0.1","0.5","-0.1","101","68","93","102","32.6 %","47.4 %","20.0 %","29.0 %","30.0 %","41.1 %","10.3 %","14950"
"2018","Adeiny Hechavarria","Pirates","15","43","47","10","5","4","0","1","2","3","3","1","11","0","1","0","3","0","0",".233","6.4 %","23.4 %","0.27",".277",".395",".672",".163",".281","4","-1.4",".278","0.1","73","0.0","-1.4","-0.6","139","71","97","70","36.4 %","54.6 %","9.1 %","18.2 %","33.3 %","48.5 %","6.3 %","10459"
"2018","Max Moroff","Pirates","26","59","67","11","7","1","0","3","7","9","7","1","24","1","0","0","0","0","0",".186","10.4 %","35.8 %","0.29",".284",".356",".640",".169",".250","6","-2.0",".278","1.2","73","0.0","-0.1","0.3","126","116","94","82","34.3 %","40.0 %","25.7 %","20.0 %","42.9 %","37.1 %","20.0 %","14556"
"2015","Trea Turner","Nationals","27","40","44","9","7","1","0","1","5","1","4","0","12","0","0","0","0","2","2",".225","9.1 %","27.3 %","0.33",".295",".325",".620",".100",".296","4","-1.2",".278","4.1","72","-0.4","0.1","0.2","86","114","100","110","10.7 %","64.3 %","25.0 %","25.0 %","39.3 %","35.7 %","12.5 %","16252"
"2016","Ivan De Jesus","Reds","104","221","243","56","45","10","0","1","21","20","17","1","51","2","1","2","6","3","1",".253","7.0 %","21.0 %","0.33",".311",".312",".623",".059",".324","20","-8.3",".277","3.1","66","0.0","-0.4","-0.1","73","81","128","107","23.1 %","59.0 %","17.9 %","30.6 %","39.3 %","30.1 %","2.4 %","9886"
"2018","Greg Garcia","Cardinals","114","181","208","40","31","6","0","3","15","15","20","1","37","4","2","1","3","3","1",".221","9.6 %","17.8 %","0.54",".309",".304",".613",".083",".259","18","-6.6",".276","2.8","73","0.1","0.6","0.3","93","107","99","106","27.9 %","53.1 %","19.1 %","32.0 %","39.5 %","28.6 %","6.7 %","10951"
"2015","Nick Ahmed","Diamondbacks","134","421","459","95","63","17","6","9","49","34","29","1","81","1","3","5","4","4","5",".226","6.3 %","17.6 %","0.36",".275",".359",".634",".133",".257","38","-13.7",".276","4.9","66","-1.3","2.3","1.2","113","80","79","100","21.6 %","59.8 %","18.7 %","23.6 %","32.8 %","43.7 %","7.3 %","12147"
"2017","Dansby Swanson","Braves","144","488","551","113","82","23","2","6","59","51","59","10","120","0","4","0","7","3","3",".232","10.7 %","21.8 %","0.49",".312",".324",".636",".092",".292","46","-21.0",".276","3.2","64","-1.0","1.0","1.6","83","119","113","107","29.3 %","52.7 %","18.0 %","26.6 %","30.9 %","42.5 %","5.5 %","18314"
"2015","Clint Barmes","Padres","98","207","224","48","30","14","1","3","24","16","10","2","55","4","0","3","0","0","1",".232","4.5 %","24.6 %","0.18",".281",".353",".633",".121",".302","18","-6.9",".275","3.3","75","-0.5","-0.4","1.0","144","56","111","63","27.1 %","52.3 %","20.7 %","31.6 %","28.4 %","40.0 %","4.3 %","1830"
"2016","Orlando Arcia","Brewers","55","201","216","44","27","10","3","4","21","17","15","0","47","0","0","0","6","8","0",".219","6.9 %","21.8 %","0.32",".273",".358",".631",".139",".267","18","-7.8",".274","7.4","65","1.5","-0.4","0.1","84","80","82","121","25.3 %","50.7 %","24.0 %","30.5 %","33.8 %","35.7 %","9.3 %","13185"
"2016","Cristhian Adames","Rockies","121","225","256","49","37","7","3","2","25","17","24","0","47","4","0","3","5","2","3",".218","9.4 %","18.4 %","0.51",".304",".302",".607",".084",".267","21","-9.3",".274","4.5","51","-1.0","0.3","0.0","53","108","86","142","20.4 %","54.7 %","24.9 %","24.9 %","36.5 %","38.7 %","6.3 %","6013"
"2014","Andrelton Simmons","Braves","146","540","576","132","103","18","4","7","44","46","32","4","60","0","2","2","25","4","5",".244","5.6 %","10.4 %","0.53",".286",".331",".617",".087",".263","46","-16.3",".273","3.2","71","-1.6","1.8","-3.5","91","71","78","117","26.5 %","55.6 %","18.0 %","23.8 %","37.8 %","38.4 %","4.7 %","10847"
"2014","Matt Duffy","Giants","34","60","64","16","14","2","0","0","5","8","1","0","14","2","0","1","1","0","1",".267","1.6 %","21.9 %","0.07",".302",".300",".602",".033",".348","5","-1.8",".273","2.1","75","-0.4","0.5","0.2","76","20","155","92","23.4 %","59.6 %","17.0 %","21.3 %","46.8 %","31.9 %","0.0 %","13836"
"2017","Jose Peraza","Reds","143","487","518","126","108","9","4","5","50","37","20","1","70","7","1","3","7","23","8",".259","3.9 %","13.5 %","0.29",".297",".324",".622",".066",".293","42","-21.1",".273","5.8","61","0.9","1.5","0.4","89","43","105","106","21.4 %","52.0 %","26.6 %","28.5 %","39.2 %","32.3 %","3.9 %","13593"
"2014","Jean Segura","Brewers","146","513","557","126","101","14","6","5","61","31","28","5","70","4","2","10","13","20","9",".246","5.0 %","12.6 %","0.40",".289",".326",".614",".080",".275","43","-16.4",".272","6.4","67","0.1","2.5","-0.7","67","64","87","131","21.2 %","53.3 %","25.6 %","30.2 %","36.1 %","33.7 %","5.1 %","5933"
"2019","Wilmer Difo","Nationals","43","131","144","33","29","2","0","2","15","8","12","3","29","0","0","1","2","0","1",".252","8.3 %","20.1 %","0.41",".315",".313",".628",".061",".310","12","-6.3",".270","1.8","60","-0.5","0.1","0.1","78","94","113","112","20.4 %","51.5 %","28.2 %","26.2 %","32.0 %","41.8 %","7.4 %","14320"
"2017","J.T. Riddle","Marlins","70","228","247","57","40","13","1","3","20","31","12","2","50","0","5","2","6","0","2",".250","4.9 %","20.2 %","0.24",".282",".355",".637",".105",".300","19","-10.7",".270","2.4","66","-1.0","-0.4","0.2","80","54","89","121","33.0 %","44.9 %","22.2 %","27.6 %","29.2 %","43.2 %","5.9 %","17642"
"2019","Orlando Arcia","Brewers","152","494","546","110","78","16","1","15","51","59","43","5","109","1","6","2","15","8","5",".223","7.9 %","20.0 %","0.39",".283",".350",".633",".128",".253","45","-24.1",".269","3.4","61","-0.8","2.5","-0.8","86","89","83","120","33.1 %","47.3 %","19.6 %","26.5 %","36.4 %","37.2 %","12.6 %","13185"
"2015","Jean Segura","Brewers","142","560","584","144","117","16","5","6","57","50","13","2","93","6","2","3","14","25","6",".257","2.2 %","15.9 %","0.14",".281",".336",".616",".079",".298","45","-20.9",".268","6.4","64","2.4","1.6","-1.1","73","28","78","130","19.7 %","54.7 %","25.6 %","37.3 %","37.9 %","24.8 %","5.3 %","5933"
"2017","Alexi Amarista","Rockies","96","168","176","40","27","10","0","3","22","19","7","0","38","0","0","1","5","1","0",".238","4.0 %","21.6 %","0.18",".269",".351",".620",".113",".291","13","-8.0",".267","3.8","46","0.1","-1.1","-0.5","85","44","116","104","25.2 %","58.8 %","16.0 %","27.5 %","40.5 %","32.1 %","7.7 %","9063"
"2015","Cliff Pennington","Diamondbacks","72","135","157","32","28","3","0","1","15","10","16","2","29","0","2","4","4","3","0",".237","10.2 %","18.5 %","0.55",".314",".281",".595",".044",".290","12","-6.0",".266","4.1","59","0.5","-1.6","-0.2","84","128","125","100","30.4 %","52.7 %","17.0 %","24.1 %","31.3 %","44.6 %","3.6 %","3395"
"2015","Jordy Mercer","Pirates","116","394","430","96","72","21","0","3","34","34","27","7","73","2","3","4","7","3","2",".244","6.3 %","17.0 %","0.37",".293",".320",".613",".076",".290","32","-16.5",".265","2.4","65","-0.4","0.9","0.8","92","79","97","107","25.3 %","58.5 %","16.2 %","24.4 %","36.9 %","38.7 %","3.0 %","6547"
"2015","Ehire Adrianza","Giants","52","113","134","21","13","7","1","0","11","11","15","0","20","4","0","2","2","3","2",".186","11.2 %","14.9 %","0.75",".303",".265",".569",".080",".226","10","-5.1",".265","5.1","68","-0.2","0.0","-0.2","97","141","68","117","17.9 %","54.7 %","27.4 %","17.9 %","36.8 %","45.3 %","0.0 %","8418"
"2014","Alexi Amarista","Padres","148","423","466","101","81","13","2","5","39","40","29","5","69","1","5","8","6","12","1",".239","6.2 %","14.8 %","0.42",".286",".314",".600",".076",".271","34","-16.0",".265","4.9","70","1.6","1.6","0.8","83","80","108","109","21.0 %","63.8 %","15.3 %","32.7 %","37.1 %","30.3 %","5.0 %","9063"
"2018","Sean Rodriguez","Pirates","66","150","173","25","14","5","1","5","21","19","22","1","60","1","0","0","1","1","0",".167","12.7 %","34.7 %","0.37",".277",".313",".591",".147",".235","13","-7.1",".264","4.9","64","0.1","0.8","0.5","138","142","87","75","26.7 %","46.7 %","26.7 %","22.2 %","31.1 %","46.7 %","11.6 %","6589"
"2019","Cole Tucker","Pirates","56","147","159","31","16","10","3","2","16","13","10","1","40","1","0","1","2","0","0",".211","6.3 %","25.2 %","0.25",".266",".361",".626",".150",".276","12","-7.7",".264","4.3","61","-0.1","0.7","0.3","77","71","109","114","32.4 %","49.1 %","18.5 %","20.4 %","34.3 %","45.4 %","6.9 %","17326"
"2015","Daniel Castro","Braves","33","96","100","23","18","2","1","2","14","5","3","0","15","0","0","1","4","0","0",".240","3.0 %","15.0 %","0.20",".263",".344",".606",".104",".266","7","-3.9",".264","4.1","63","0.0","0.6","-0.7","75","38","64","136","19.5 %","61.0 %","19.5 %","35.4 %","29.3 %","35.4 %","10.0 %","15450"
"2019","Phil Gosselin","Phillies","44","65","68","17","14","3","0","0","5","7","3","0","16","0","0","0","1","0","0",".262","4.4 %","23.5 %","0.19",".294",".308",".602",".046",".347","5","-3.3",".263","1.1","58","0.0","0.5","0.1","98","50","113","95","46.9 %","40.8 %","12.2 %","28.6 %","40.8 %","30.6 %","0.0 %","10953"
"2016","Erick Aybar","Braves","97","335","368","81","63","14","2","2","27","26","20","5","59","6","4","3","14","3","5",".242","5.4 %","16.0 %","0.34",".293",".313",".607",".072",".284","27","-16.8",".263","3.1","59","-1.6","-1.1","-1.2","69","63","92","127","21.9 %","60.1 %","18.0 %","29.0 %","34.3 %","36.8 %","3.1 %","4082"
"2018","Scott Kingery","Phillies","147","452","484","102","69","23","2","8","55","35","24","1","126","3","5","0","2","10","3",".226","5.0 %","26.0 %","0.19",".267",".338",".605",".113",".291","36","-20.6",".263","5.5","61","0.5","1.1","1.8","117","55","111","81","26.6 %","50.5 %","23.0 %","23.0 %","36.9 %","40.2 %","6.0 %","17975"
"2019","Erik Gonzalez","Pirates","53","142","156","36","30","4","1","1","15","6","9","3","37","1","1","3","5","4","1",".254","5.8 %","23.7 %","0.24",".301",".317",".618",".063",".333","12","-7.8",".262","5.4","59","0.3","0.2","-0.7","68","65","93","130","27.5 %","41.3 %","31.2 %","35.8 %","32.1 %","32.1 %","4.0 %","13369"
"2016","Alexei Ramirez","Padres","128","421","444","101","75","19","2","5","33","41","17","3","56","4","2","0","7","6","9",".240","3.8 %","12.6 %","0.30",".275",".330",".605",".090",".265","32","-20.8",".261","3.2","61","-2.7","-0.3","-0.2","83","44","97","114","23.4 %","55.9 %","20.7 %","21.8 %","34.6 %","43.6 %","4.8 %","5133"
"2015","Cristhian Adames","Rockies","26","53","58","13","11","1","1","0","4","3","3","1","11","1","0","1","0","0","1",".245","5.2 %","19.0 %","0.27",".298",".302",".600",".057",".310","4","-2.4",".261","4.4","46","-0.4","0.7","0.5","76","65","82","126","30.2 %","48.8 %","20.9 %","32.6 %","32.6 %","34.9 %","0.0 %","6013"
"2014","Ed Lucas","Marlins","69","179","189","45","39","5","0","1","19","9","8","0","48","0","0","2","4","1","0",".251","4.2 %","25.4 %","0.17",".283",".296",".580",".045",".338","13","-7.1",".261","3.1","64","0.0","0.4","0.3","63","54","113","123","17.3 %","62.4 %","20.3 %","29.3 %","44.4 %","26.3 %","3.6 %","7532"
"2015","Daniel Descalso","Rockies","101","185","209","38","28","3","2","5","22","22","20","6","45","0","0","4","3","1","2",".205","9.6 %","21.5 %","0.44",".283",".324",".607",".119",".244","14","-9.0",".259","4.0","44","-0.7","0.6","0.4","110","120","90","97","20.1 %","56.9 %","22.9 %","25.0 %","36.8 %","38.2 %","9.8 %","8392"
"2014","Everth Cabrera","Padres","90","357","391","83","66","13","1","3","36","20","20","0","86","1","4","9","5","18","8",".232","5.1 %","22.0 %","0.23",".272",".300",".572",".067",".294","26","-16.0",".257","5.2","64","0.3","1.5","-0.4","36","65","99","149","18.3 %","60.9 %","20.8 %","33.1 %","37.0 %","29.9 %","9.1 %","8155"
"2017","Allen Cordoba","Padres","100","202","227","42","34","2","2","4","17","15","18","1","54","4","3","0","2","2","2",".208","7.9 %","23.8 %","0.33",".282",".297",".579",".089",".259","15","-12.3",".256","3.9","55","-0.6","-0.5","0.5","92","88","71","120","23.3 %","52.0 %","24.7 %","24.0 %","39.3 %","36.7 %","8.5 %","15722"
"2016","Adeiny Hechavarria","Marlins","155","508","547","120","94","17","6","3","52","38","33","7","73","1","3","2","10","1","0",".236","6.0 %","13.3 %","0.45",".283",".311",".594",".075",".269","36","-27.9",".256","4.0","59","-0.1","1.6","0.3","88","70","105","107","32.3 %","48.6 %","19.1 %","32.3 %","38.9 %","28.9 %","2.3 %","10459"
"2017","Mike Aviles","Marlins","37","86","97","20","17","2","0","1","5","8","6","2","15","2","0","3","3","0","0",".233","6.2 %","15.5 %","0.40",".298",".291",".589",".058",".271","7","-5.3",".256","0.5","57","-0.1","-1.5","-0.2","88","69","103","108","9.5 %","62.2 %","28.4 %","31.1 %","40.5 %","28.4 %","4.5 %","5986"
"2019","Jung Ho Kang","Pirates","65","172","185","29","11","7","1","10","15","24","11","0","60","1","1","0","4","0","0",".169","5.9 %","32.4 %","0.18",".222",".395",".617",".227",".184","13","-10.3",".256","1.8","55","-0.1","-0.8","0.1","107","67","98","95","40.7 %","46.0 %","13.3 %","13.3 %","27.4 %","59.3 %","23.3 %","17182"
"2018","Jose Reyes","Mets","110","228","251","43","24","12","3","4","30","16","22","1","39","0","0","1","5","5","2",".189","8.8 %","15.5 %","0.56",".260",".320",".580",".132",".211","17","-12.3",".255","6.6","61","0.1","-0.8","0.2","106","98","86","102","26.3 %","46.3 %","27.4 %","24.2 %","33.2 %","42.6 %","5.8 %","1736"
"2014","Zack Cozart","Reds","147","506","543","112","85","18","5","4","48","38","25","3","79","7","0","5","13","7","0",".221","4.6 %","14.5 %","0.32",".268",".300",".568",".079",".255","35","-23.4",".254","5.5","56","1.0","2.2","-0.2","110","59","84","99","22.9 %","55.6 %","21.5 %","24.3 %","28.2 %","47.5 %","2.5 %","2616"
"2018","Orlando Arcia","Brewers","119","348","366","82","63","16","0","3","32","30","15","0","87","1","1","1","9","7","4",".236","4.1 %","23.8 %","0.17",".268",".307",".576",".072",".305","25","-18.3",".253","3.5","54","-0.4","1.3","-0.4","73","46","87","129","25.5 %","48.3 %","26.2 %","22.4 %","44.9 %","32.7 %","4.5 %","13185"
"2017","Zach Vincej","Reds","9","9","12","1","1","0","0","0","2","0","1","0","5","2","0","0","0","0","0",".111","8.3 %","41.7 %","0.20",".333",".111",".444",".000",".250","1","-0.7",".251","2.6","47","0.0","0.1","0.0","142","93","0","113","0.0 %","75.0 %","25.0 %","25.0 %","50.0 %","25.0 %","0.0 %","13269"
"2019","J.T. Riddle","Marlins","51","132","139","25","13","6","0","6","15","12","5","1","42","2","0","0","3","0","0",".189","3.6 %","30.2 %","0.12",".230",".371",".601",".182",".226","9","-8.4",".250","1.9","54","0.0","0.1","-0.3","94","41","77","117","43.3 %","42.2 %","14.4 %","14.4 %","35.6 %","50.0 %","20.0 %","17642"
"2019","Pat Valaika","Rockies","40","79","86","15","8","5","1","1","11","4","7","0","34","0","0","0","1","0","0",".190","8.1 %","39.5 %","0.21",".256",".316",".572",".127",".318","5","-5.3",".248","5.0","34","0.0","0.2","0.2","125","92","102","78","24.4 %","60.0 %","15.6 %","24.4 %","37.8 %","37.8 %","5.0 %","14885"
"2014","Javier Baez","Cubs","52","213","229","36","21","6","0","9","25","20","15","0","95","1","0","0","5","5","1",".169","6.6 %","41.5 %","0.16",".227",".324",".551",".155",".248","14","-11.0",".248","4.8","54","0.5","0.4","-0.1","133","84","65","92","31.4 %","50.0 %","18.6 %","20.3 %","31.4 %","48.3 %","17.0 %","12979"
"2018","Jonathan Schoop","Brewers","46","124","134","25","17","4","0","4","16","21","7","1","41","1","2","0","3","1","0",".202","5.2 %","30.6 %","0.17",".246",".331",".577",".129",".259","8","-7.3",".248","4.0","50","0.1","0.2","-0.5","88","58","97","112","31.8 %","52.9 %","15.3 %","20.0 %","30.6 %","49.4 %","15.4 %","11265"
"2017","Adam Rosales","Diamondbacks","34","84","89","17","9","5","0","3","10","9","1","1","34","2","1","1","4","0","1",".202","1.1 %","38.2 %","0.03",".227",".369",".596",".167",".292","5","-5.6",".246","3.4","41","-0.5","0.3","-0.2","119","12","68","99","40.4 %","50.0 %","9.6 %","23.1 %","34.6 %","42.3 %","14.3 %","9682"
"2016","Pedro Florimon","Pirates","18","24","25","5","3","1","1","0","4","4","1","0","12","0","0","0","0","0","1",".208","4.0 %","48.0 %","0.08",".240",".333",".573",".125",".417","1","-1.5",".245","6.8","49","-0.4","-1.1","0.2","98","46","39","131","25.0 %","50.0 %","25.0 %","25.0 %","58.3 %","16.7 %","0.0 %","8385"
"2017","Kristopher Negron","Diamondbacks","14","25","31","4","3","1","0","0","3","1","4","0","7","1","0","1","1","0","0",".160","12.9 %","22.6 %","0.57",".300",".200",".500",".040",".222","2","-2.0",".245","1.9","40","0.0","-0.2","0.0","67","143","86","133","21.1 %","63.2 %","15.8 %","36.8 %","31.6 %","31.6 %","0.0 %","5306"
"2016","Nick Ahmed","Diamondbacks","90","284","308","62","48","9","1","4","26","20","15","3","58","4","3","2","9","5","2",".218","4.9 %","18.8 %","0.26",".265",".299",".564",".081",".258","18","-18.7",".245","4.3","42","0.0","1.8","-1.0","89","56","101","108","27.3 %","54.6 %","18.2 %","24.7 %","35.9 %","39.4 %","5.8 %","12147"
"2014","Freddy Galvis","Phillies","43","119","128","21","13","3","1","4","14","12","8","0","30","0","1","0","0","1","0",".176","6.3 %","23.4 %","0.27",".227",".319",".546",".143",".198","7","-6.6",".243","5.4","51","0.1","1.0","0.7","148","80","38","92","25.6 %","45.6 %","28.9 %","24.4 %","36.7 %","38.9 %","9.1 %","6609"
"2014","Charlie Culberson","Rockies","95","210","233","41","29","7","2","3","17","24","12","2","62","5","2","4","6","2","2",".195","5.2 %","26.6 %","0.19",".253",".290",".544",".095",".259","13","-12.1",".242","4.3","33","-0.5","2.1","-0.3","98","66","67","117","24.0 %","52.0 %","24.0 %","30.5 %","35.1 %","34.4 %","6.0 %","3298"
"2018","Abiatal Avelino","Giants","6","11","11","3","3","0","0","0","1","0","0","0","3","0","0","0","0","0","0",".273","0.0 %","27.3 %","0.00",".273",".273",".545",".000",".375","1","-0.7",".240","1.6","50","0.0","0.2","0.0","36","0","57","173","37.5 %","50.0 %","12.5 %","12.5 %","37.5 %","50.0 %","0.0 %","15496"
